"L1","child_path","chord_HTML","chord_ID","probability"
"1","","","","",""
"68","4","1,4,2,5/6","V/vi","5/6","0.104"
"69","5","1,4,2,4","IV","4","0.093"
"70","6","1,4,2,57","V<sup>7</sup>","57","0.055"
"71","7","1,4,2,3","iii","3","0.044"
"72","8","1,4,2,b7","&#9837;VII","b7","0.033"
"73","9","1,4,2,56","V<sup>6</sup>","56","0.027"
"74","10","1,4,2,26","ii<sup>6</sup>","26","0.011"
"75","1","1,4,3,6","vi","6","0.364"
"76","2","1,4,3,2","ii","2","0.284"
"77","3","1,4,3,4","IV","4","0.102"
"78","4","1,4,3,1","I","1","0.08"
"79","5","1,4,3,27","ii<sup>7</sup>","27","0.034"
"80","6","1,4,3,67","vi<sup>7</sup>","67","0.034"
"81","7","1,4,3,5/6","V/vi","5/6","0.034"
"82","1","1,4,27,5","V","5","0.429"
"83","2","1,4,27,6","vi","6","0.238"
"84","3","1,4,27,265","ii<sup>6</sup><sub>5</sub>","265","0.071"
"85","4","1,4,27,57/6","V<sup>7</sup>/vi","57/6","0.071"
"86","1","1,4,47,5","V","5","0.333"
"87","2","1,4,47,4","IV","4","0.222"
"88","3","1,4,47,L4","&#9839;iv&deg;","L4","0.111"
"89","4","1,4,47,37","iii<sup>7</sup>","37","0.111"
"90","5","1,4,47,6","vi","6","0.111"
"91","6","1,4,47,27","ii<sup>7</sup>","27","0.111"
"92","1","1,4,16,27","ii<sup>7</sup>","27","0.22"
"93","2","1,4,16,2","ii","2","0.21"
"94","3","1,4,16,4","IV","4","0.16"
"95","4","1,4,16,564","V<sup>6</sup><sub>4</sub>","564","0.15"
"96","5","1,4,16,57/5","V<sup>7</sup>/V","57/5","0.09"
"97","6","1,4,16,5","V","5","0.06"
"98","7","1,4,16,56","V<sup>6</sup>","56","0.03"
"99","8","1,4,16,6","vi","6","0.03"
"100","9","1,4,16,b16","i<sup>6</sup>","b16","0.03"
"101","10","1,4,16,543","V<sup>4</sup><sub>3</sub>","543","0.01"
"102","11","1,4,16,1","I","1","0.01"
"103","1","1,4,67,5","V","5","0.6"
"104","2","1,4,67,16","I<sup>6</sup>","16","0.2"
"105","3","1,4,67,56","V<sup>6</sup>","56","0.2"
"106","1","1,4,56,3","iii","3","0.5"
"107","2","1,4,56,1","I","1","0.5"
"108","1","1,4,5/6,6","vi","6","0.708"
"109","2","1,4,5/6,2","ii","2","0.125"
"110","3","1,4,5/6,66","vi<sup>6</sup>","66","0.063"
"111","4","1,4,5/6,5","V","5","0.063"
"112","5","1,4,5/6,4","IV","4","0.042"
"113","1","1,4,b7,4","IV","4","0.325"
"114","2","1,4,b7,6","vi","6","0.273"
"115","3","1,4,b7,b3","&#9837;III","b3","0.156"
"116","4","1,4,b7,1","I","1","0.078"
"117","5","1,4,b7,5/5","V/V","5/5","0.065"
"118","6","1,4,b7,b6","&#9837;VI","b6","0.039"
"119","7","1,4,b7,5/2","V/ii","5/2","0.013"
"120","1","1,4,164,27","ii<sup>7</sup>","27","0.375"
"121","2","1,4,164,56","V<sup>6</sup>","56","0.188"
"122","3","1,4,164,4","IV","4","0.188"
"123","4","1,4,164,5","V","5","0.125"
"124","5","1,4,164,57","V<sup>7</sup>","57","0.125"
"125","1","1,4,57,1","I","1","0.813"
"126","2","1,4,57,6","vi","6","0.188"
"127","1","1,4,37,M67","vi<sup>7</sup>","M67","1"
"128","1","1,4,5/5,5","V","5","0.533"
"129","2","1,4,5/5,57","V<sup>7</sup>","57","0.2"
"130","3","1,4,5/5,4","IV","4","0.133"
"131","4","1,4,5/5,Y2","&#9837;II","Y2","0.067"
"132","5","1,4,5/5,1","I","1","0.067"
"133","1","1,4,464,4","IV","4","1"
"134","1","1,4,664,5/6","V/vi","5/6","0.5"
"135","2","1,4,664,4","IV","4","0.5"
"136","1","1,4,564,2","ii","2","0.692"
"137","2","1,4,564,6","vi","6","0.231"
"138","3","1,4,564,1","I","1","0.077"
"139","1","1,4,46,5","V","5","0.6"
"140","2","1,4,46,b7","&#9837;VII","b7","0.2"
"141","3","1,4,46,2","ii","2","0.2"
"142","1","1,4,57/6,6","vi","6","1"
"143","1","1,4,36,5","V","5","1"
"144","1","1,4,66,4","IV","4","1"
"145","1","1,4,b6,b7","&#9837;VII","b7","0.714"
"146","2","1,4,b6,5","V","5","0.143"
"147","3","1,4,b6,6","vi","6","0.143"
"148","1","1,4,b3,1","I","1","0.857"
"149","2","1,4,b3,4","IV","4","0.143"
"150","1","1,5,1,5","V","5","0.423"
"151","2","1,5,1,4","IV","4","0.33"
"152","3","1,5,1,6","vi","6","0.057"
"153","4","1,5,1,56","V<sup>6</sup>","56","0.026"
"154","5","1,5,1,164","I<sup>6</sup><sub>4</sub>","164","0.021"
"155","6","1,5,1,2","ii","2","0.021"
"156","7","1,5,1,57","V<sup>7</sup>","57","0.014"
"157","8","1,5,1,16","I<sup>6</sup>","16","0.013"
"158","9","1,5,1,b7","&#9837;VII","b7","0.01"
"159","10","1,5,1,5/6","V/vi","5/6","0.008"
"160","11","1,5,1,3","iii","3","0.008"
"161","12","1,5,1,57/4","V<sup>7</sup>/IV","57/4","0.008"
"162","13","1,5,1,464","IV<sup>6</sup><sub>4</sub>","464","0.007"
"163","14","1,5,1,57/6","V<sup>7</sup>/vi","57/6","0.006"
"164","15","1,5,1,L7","vii","L7","0.004"
"165","16","1,5,1,C2","&#9837;II","C2","0.004"
"166","17","1,5,1,67","vi<sup>7</sup>","67","0.004"
"167","18","1,5,1,5/5","V/V","5/5","0.004"
"168","19","1,5,1,543/4","V<sup>4</sup><sub>3</sub>/IV","543/4","0.004"
"169","20","1,5,1,565/4","V<sup>6</sup><sub>5</sub>/IV","565/4","0.004"
"170","21","1,5,1,27","ii<sup>7</sup>","27","0.004"
"171","22","1,5,1,47","IV<sup>7</sup>","47","0.004"
"172","23","1,5,1,C5","&#9837;V","C5","0.004"
"173","24","1,5,1,7","vii&deg;","7","0.004"
"174","25","1,5,1,364","iii<sup>6</sup><sub>4</sub>","364","0.004"
"175","26","1,5,1,5/3","V/iii","5/3","0.001"
"176","1","1,5,4,1","I","1","0.492"
"177","2","1,5,4,6","vi","6","0.203"
"178","3","1,5,4,5","V","5","0.153"
"179","4","1,5,4,3","iii","3","0.033"
"180","5","1,5,4,2","ii","2","0.03"
"181","6","1,5,4,16","I<sup>6</sup>","16","0.022"
"182","7","1,5,4,b7","&#9837;VII","b7","0.01"
"183","8","1,5,4,365","iii<sup>6</sup><sub>5</sub>","365","0.007"
"184","9","1,5,4,5/5","V/V","5/5","0.007"
"185","10","1,5,4,27","ii<sup>7</sup>","27","0.006"
"186","11","1,5,4,67","vi<sup>7</sup>","67","0.006"
"187","12","1,5,4,542","V<sup>4</sup><sub>2</sub>","542","0.005"
"188","13","1,5,4,5/6","V/vi","5/6","0.005"
"189","14","1,5,4,57","V<sup>7</sup>","57","0.005"
"190","15","1,5,4,26","ii<sup>6</sup>","26","0.003"
"191","16","1,5,4,264","ii<sup>6</sup><sub>4</sub>","264","0.002"
"192","17","1,5,4,C2","&#9837;II","C2","0.002"
"193","18","1,5,4,164","I<sup>6</sup><sub>4</sub>","164","0.002"
"194","1","1,5,6,4","IV","4","0.714"
"195","2","1,5,6,5","V","5","0.076"
"196","3","1,5,6,3","iii","3","0.048"
"197","4","1,5,6,1","I","1","0.048"
"198","5","1,5,6,5/6","V/vi","5/6","0.018"
"199","6","1,5,6,2","ii","2","0.014"
"200","7","1,5,6,5/5","V/V","5/5","0.011"
"201","8","1,5,6,56","V<sup>6</sup>","56","0.01"
"202","9","1,5,6,b6","&#9837;VI","b6","0.008"
"203","10","1,5,6,47","IV<sup>7</sup>","47","0.007"
"204","11","1,5,6,D4","IV","D4","0.005"
"205","12","1,5,6,b7","&#9837;VII","b7","0.005"
"206","13","1,5,6,26","ii<sup>6</sup>","26","0.003"
"207","14","1,5,6,37","iii<sup>7</sup>","37","0.003"
"208","15","1,5,6,464","IV<sup>6</sup><sub>4</sub>","464","0.003"
"209","16","1,5,6,365","iii<sup>6</sup><sub>5</sub>","365","0.003"
"210","17","1,5,6,57/6","V<sup>7</sup>/vi","57/6","0.003"
"211","18","1,5,6,164","I<sup>6</sup><sub>4</sub>","164","0.002"
"212","19","1,5,6,57/5","V<sup>7</sup>/V","57/5","0.002"
"213","20","1,5,6,664","vi<sup>6</sup><sub>4</sub>","664","0.002"
"214","21","1,5,6,542/4","V<sup>4</sup><sub>2</sub>/IV","542/4","0.002"
"215","22","1,5,6,56/5","V<sup>6</sup>/V","56/5","0.001"
"216","1","1,5,2,4","IV","4","0.462"
"217","2","1,5,2,6","vi","6","0.277"
"218","3","1,5,2,1","I","1","0.166"
"219","4","1,5,2,b7","&#9837;VII","b7","0.026"
"220","5","1,5,2,3","iii","3","0.017"
"221","6","1,5,2,5","V","5","0.017"
"222","7","1,5,2,57","V<sup>7</sup>","57","0.011"
"223","8","1,5,2,67","vi<sup>7</sup>","67","0.006"
"224","9","1,5,2,5/6","V/vi","5/6","0.002"
"225","1","1,5,3,4","IV","4","0.527"
"226","2","1,5,3,6","vi","6","0.189"
"227","3","1,5,3,5","V","5","0.122"
"228","4","1,5,3,1","I","1","0.081"
"229","5","1,5,3,5/5","V/V","5/5","0.054"
"230","6","1,5,3,5/6","V/vi","5/6","0.027"
"231","1","1,5,27,4","IV","4","0.553"
"232","2","1,5,27,1","I","1","0.289"
"233","3","1,5,27,265","ii<sup>6</sup><sub>5</sub>","265","0.079"
"234","1","1,5,47,1","I","1","0.87"
"235","2","1,5,47,2","ii","2","0.13"
"236","1","1,5,16,4","IV","4","0.375"
"237","2","1,5,16,6","vi","6","0.313"
"238","3","1,5,16,5/3","V/iii","5/3","0.188"
"239","4","1,5,16,46","IV<sup>6</sup>","46","0.125"
"240","1","1,5,67,4","IV","4","0.574"
"241","2","1,5,67,5","V","5","0.16"
"242","3","1,5,67,b7","&#9837;VII","b7","0.032"
"243","4","1,5,67,27","ii<sup>7</sup>","27","0.032"
"244","5","1,5,67,3","iii","3","0.032"
"245","6","1,5,67,1","I","1","0.011"
"246","1","1,5,56,1","I","1","0.852"
"247","2","1,5,56,4","IV","4","0.111"
"248","3","1,5,56,b564","v<sup>6</sup><sub>4</sub>","b564","0.037"
"249","1","1,5,5/6,6","vi","6","0.667"
"250","2","1,5,5/6,4","IV","4","0.333"
"251","1","1,5,b7,4","IV","4","0.713"
"252","2","1,5,b7,1","I","1","0.138"
"253","3","1,5,b7,D4","IV","D4","0.075"
"254","4","1,5,b7,b3","&#9837;III","b3","0.038"
"255","5","1,5,b7,5","V","5","0.038"
"256","1","1,5,164,5","V","5","0.313"
"257","2","1,5,164,4","IV","4","0.188"
"258","3","1,5,164,37","iii<sup>7</sup>","37","0.188"
"259","4","1,5,164,1","I","1","0.094"
"260","5","1,5,164,57","V<sup>7</sup>","57","0.094"
"261","1","1,5,57,1","I","1","0.667"
"262","2","1,5,57,5","V","5","0.167"
"263","3","1,5,57,5/5","V/V","5/5","0.083"
"264","4","1,5,57,2","ii","2","0.083"
"265","1","1,5,37,4","IV","4","1"
"266","1","1,5,5/5,1","I","1","0.479"
"267","2","1,5,5/5,27","ii<sup>7</sup>","27","0.301"
"268","3","1,5,5/5,5/2","V/ii","5/2","0.096"
"269","4","1,5,5/5,5","V","5","0.041"
"270","5","1,5,5/5,6","vi","6","0.041"
"271","6","1,5,5/5,3","iii","3","0.041"
"272","1","1,5,464,5","V","5","0.5"
"273","2","1,5,464,3","iii","3","0.25"
"274","3","1,5,464,1","I","1","0.25"
"275","1","1,5,664,3","iii","3","0.333"
"276","2","1,5,664,5","V","5","0.333"
"277","3","1,5,664,6","vi","6","0.333"
"278","1","1,5,564,564/6","V<sup>6</sup><sub>4</sub>/vi","564/6","0.526"
"279","2","1,5,564,542","V<sup>4</sup><sub>2</sub>","542","0.316"
"280","3","1,5,564,5","V","5","0.158"
"281","1","1,5,46,1","I","1","0.455"
"282","2","1,5,46,56","V<sup>6</sup>","56","0.273"
"283","1","1,5,57/6,6","vi","6","0.9"
"284","2","1,5,57/6,5/6","V/vi","5/6","0.1"
"285","1","1,5,b6,5","V","5","0.455"
"286","2","1,5,b6,5/2","V/ii","5/2","0.273"
"287","3","1,5,b6,b7","&#9837;VII","b7","0.273"
"288","1","1,5,b3,4","IV","4","1"
"289","1","1,6,1,6","vi","6","0.521"
"290","2","1,6,1,4","IV","4","0.205"
"291","3","1,6,1,5","V","5","0.126"
"292","4","1,6,1,3","iii","3","0.084"
"293","5","1,6,1,2","ii","2","0.014"
"294","6","1,6,1,5/5","V/V","5/5","0.014"
"295","7","1,6,1,5/2","V/ii","5/2","0.014"
"296","8","1,6,1,47","IV<sup>7</sup>","47","0.009"
"297","1","1,6,4,5","V","5","0.456"
"298","2","1,6,4,1","I","1","0.392"
"299","3","1,6,4,2","ii","2","0.035"
"300","4","1,6,4,5/6","V/vi","5/6","0.021"
"301","5","1,6,4,b4","iv","b4","0.016"
"302","6","1,6,4,3","iii","3","0.012"
"303","7","1,6,4,57","V<sup>7</sup>","57","0.009"
"304","8","1,6,4,16","I<sup>6</sup>","16","0.009"
"305","9","1,6,4,b6","&#9837;VI","b6","0.007"
"306","10","1,6,4,164","I<sup>6</sup><sub>4</sub>","164","0.006"
"307","11","1,6,4,6","vi","6","0.004"
"308","12","1,6,4,46","IV<sup>6</sup>","46","0.004"
"309","13","1,6,4,b7","&#9837;VII","b7","0.004"
"310","14","1,6,4,56","V<sup>6</sup>","56","0.003"
"311","15","1,6,4,7/5","vii&deg;/V","7/5","0.003"
"312","16","1,6,4,565/5","V<sup>6</sup><sub>5</sub>/V","565/5","0.003"
"313","17","1,6,4,642","vi<sup>4</sup><sub>2</sub>","642","0.003"
"314","18","1,6,4,5/5","V/V","5/5","0.001"
"315","1","1,6,5,4","IV","4","0.605"
"316","2","1,6,5,1","I","1","0.164"
"317","3","1,6,5,2","ii","2","0.069"
"318","4","1,6,5,6","vi","6","0.056"
"319","5","1,6,5,464","IV<sup>6</sup><sub>4</sub>","464","0.02"
"320","6","1,6,5,3","iii","3","0.02"
"321","7","1,6,5,47","IV<sup>7</sup>","47","0.015"
"322","8","1,6,5,57","V<sup>7</sup>","57","0.007"
"323","9","1,6,5,56/6","V<sup>6</sup>/vi","56/6","0.007"
"324","10","1,6,5,7/6","vii&deg;/vi","7/6","0.007"
"325","11","1,6,5,27","ii<sup>7</sup>","27","0.007"
"326","12","1,6,5,5/6","V/vi","5/6","0.005"
"327","13","1,6,5,5/5","V/V","5/5","0.002"
"328","14","1,6,5,5","V","5","0.002"
"329","1","1,6,2,5","V","5","0.535"
"330","2","1,6,2,4","IV","4","0.147"
"331","3","1,6,2,57","V<sup>7</sup>","57","0.082"
"332","4","1,6,2,3","iii","3","0.065"
"333","5","1,6,2,27","ii<sup>7</sup>","27","0.035"
"334","6","1,6,2,17","I<sup>7</sup>","17","0.029"
"335","7","1,6,2,Y2","&#9837;II","Y2","0.018"
"336","8","1,6,2,57/6","V<sup>7</sup>/vi","57/6","0.018"
"337","9","1,6,2,7/6","vii&deg;/vi","7/6","0.012"
"338","10","1,6,2,b7","&#9837;VII","b7","0.012"
"339","11","1,6,2,6","vi","6","0.012"
"340","1","1,6,3,4","IV","4","0.392"
"341","2","1,6,3,5","V","5","0.261"
"342","3","1,6,3,1","I","1","0.136"
"343","4","1,6,3,6","vi","6","0.055"
"344","5","1,6,3,342","iii<sup>4</sup><sub>2</sub>","342","0.03"
"345","6","1,6,3,365","iii<sup>6</sup><sub>5</sub>","365","0.03"
"346","7","1,6,3,2","ii","2","0.015"
"347","8","1,6,3,364","iii<sup>6</sup><sub>4</sub>","364","0.01"
"348","9","1,6,3,b4","iv","b4","0.005"
"349","1","1,6,27,5","V","5","0.818"
"350","2","1,6,27,464","IV<sup>6</sup><sub>4</sub>","464","0.068"
"351","3","1,6,27,57","V<sup>7</sup>","57","0.068"
"352","4","1,6,27,47","IV<sup>7</sup>","47","0.045"
"353","1","1,6,47,2","ii","2","0.375"
"354","2","1,6,47,3","iii","3","0.375"
"355","1","1,6,16,5","V","5","0.75"
"356","2","1,6,16,2","ii","2","0.25"
"357","1","1,6,56,1","I","1","0.7"
"358","2","1,6,56,4","IV","4","0.2"
"359","3","1,6,56,2","ii","2","0.1"
"360","1","1,6,5/6,4","IV","4","0.915"
"361","2","1,6,5/6,5","V","5","0.085"
"362","1","1,6,b7,b3","&#9837;III","b3","0.429"
"363","2","1,6,b7,4","IV","4","0.286"
"364","3","1,6,b7,M4","IV","M4","0.143"
"365","4","1,6,b7,7","vii&deg;","7","0.143"
"366","1","1,6,164,57","V<sup>7</sup>","57","0.5"
"367","2","1,6,164,4","IV","4","0.5"
"368","1","1,6,57,1","I","1","1"
"369","1","1,6,37,27","ii<sup>7</sup>","27","1"
"370","1","1,6,5/5,5","V","5","0.52"
"371","2","1,6,5/5,1","I","1","0.2"
"372","3","1,6,5/5,6","vi","6","0.12"
"373","4","1,6,5/5,57","V<sup>7</sup>","57","0.12"
"374","5","1,6,5/5,b7","&#9837;VII","b7","0.04"
"375","1","1,6,642,56/5","V<sup>6</sup>/V","56/5","0.5"
"376","2","1,6,642,6","vi","6","0.25"
"377","3","1,6,642,4","IV","4","0.25"
"378","1","1,6,66,2","ii","2","1"
"379","1","1,6,b6,5","V","5","1"
"380","1","1,6,b3,2","ii","2","1"
"381","1","1,2,1,2","ii","2","0.237"
"382","2","1,2,1,4","IV","4","0.215"
"383","3","1,2,1,5","V","5","0.183"
"384","4","1,2,1,6","vi","6","0.097"
"385","5","1,2,1,56","V<sup>6</sup>","56","0.054"
"386","6","1,2,1,7","vii&deg;","7","0.032"
"387","7","1,2,1,3","iii","3","0.032"
"388","8","1,2,1,b7","&#9837;VII","b7","0.032"
"389","9","1,2,1,164","I<sup>6</sup><sub>4</sub>","164","0.011"
"390","1","1,2,4,5","V","5","0.344"
"391","2","1,2,4,1","I","1","0.219"
"392","3","1,2,4,6","vi","6","0.141"
"393","4","1,2,4,5/6","V/vi","5/6","0.13"
"394","5","1,2,4,57","V<sup>7</sup>","57","0.073"
"395","6","1,2,4,664","vi<sup>6</sup><sub>4</sub>","664","0.047"
"396","7","1,2,4,442","IV<sup>4</sup><sub>2</sub>","442","0.016"
"397","8","1,2,4,2","ii","2","0.016"
"398","9","1,2,4,b7","&#9837;VII","b7","0.016"
"399","1","1,2,5,1","I","1","0.439"
"400","2","1,2,5,6","vi","6","0.235"
"401","3","1,2,5,4","IV","4","0.194"
"402","4","1,2,5,57","V<sup>7</sup>","57","0.071"
"403","5","1,2,5,2","ii","2","0.031"
"404","6","1,2,5,3","iii","3","0.031"
"405","1","1,2,6,4","IV","4","0.475"
"406","2","1,2,6,5","V","5","0.155"
"407","3","1,2,6,1","I","1","0.072"
"408","4","1,2,6,642","vi<sup>4</sup><sub>2</sub>","642","0.057"
"409","5","1,2,6,56","V<sup>6</sup>","56","0.034"
"410","6","1,2,6,7","vii&deg;","7","0.034"
"411","7","1,2,6,3","iii","3","0.026"
"412","8","1,2,6,265","ii<sup>6</sup><sub>5</sub>","265","0.023"
"413","9","1,2,6,b7","&#9837;VII","b7","0.015"
"414","10","1,2,6,5/6","V/vi","5/6","0.011"
"415","11","1,2,6,542/5","V<sup>4</sup><sub>2</sub>/V","542/5","0.011"
"416","12","1,2,6,2","ii","2","0.011"
"417","13","1,2,6,664","vi<sup>6</sup><sub>4</sub>","664","0.011"
"418","14","1,2,6,57","V<sup>7</sup>","57","0.011"
"419","15","1,2,6,47","IV<sup>7</sup>","47","0.011"
"420","16","1,2,6,5/3","V/iii","5/3","0.011"
"421","17","1,2,6,57/5","V<sup>7</sup>/V","57/5","0.011"
"422","18","1,2,6,4/2","IV/ii","4/2","0.011"
"423","1","1,2,3,4","IV","4","0.738"
"424","2","1,2,3,6","vi","6","0.103"
"425","3","1,2,3,57","V<sup>7</sup>","57","0.034"
"426","4","1,2,3,364","iii<sup>6</sup><sub>4</sub>","364","0.021"
"427","5","1,2,3,2","ii","2","0.021"
"428","6","1,2,3,7/5","vii&deg;/V","7/5","0.014"
"429","7","1,2,3,5","V","5","0.014"
"430","8","1,2,3,27","ii<sup>7</sup>","27","0.014"
"431","1","1,2,47,5/6","V/vi","5/6","0.167"
"432","1","1,2,16,4","IV","4","0.793"
"433","2","1,2,16,3","iii","3","0.103"
"434","3","1,2,16,6","vi","6","0.052"
"435","4","1,2,16,1","I","1","0.052"
"436","1","1,2,67,5","V","5","1"
"437","1","1,2,5/6,6","vi","6","0.581"
"438","2","1,2,5/6,4","IV","4","0.194"
"439","3","1,2,5/6,5","V","5","0.129"
"440","4","1,2,5/6,57/6","V<sup>7</sup>/vi","57/6","0.097"
"441","1","1,2,b7,4","IV","4","0.385"
"442","2","1,2,b7,1","I","1","0.231"
"443","3","1,2,b7,b3","&#9837;III","b3","0.115"
"444","4","1,2,b7,6","vi","6","0.115"
"445","5","1,2,b7,5/3","V/iii","5/3","0.077"
"446","6","1,2,b7,2","ii","2","0.077"
"447","1","1,2,57,1","I","1","1"
"448","1","1,2,464,5","V","5","1"
"449","1","1,2,17,6","vi","6","1"
"450","1","1,2,564,27","ii<sup>7</sup>","27","1"
"451","1","1,2,66,7","vii&deg;","7","0.727"
"452","2","1,2,66,5/3","V/iii","5/3","0.273"
"453","1","1,2,b3,4","IV","4","1"
"454","1","1,3,1,3","iii","3","0.638"
"455","2","1,3,1,56","V<sup>6</sup>","56","0.106"
"456","3","1,3,1,564","V<sup>6</sup><sub>4</sub>","564","0.064"
"457","4","1,3,1,6","vi","6","0.064"
"458","5","1,3,1,4","IV","4","0.064"
"459","1","1,3,4,5","V","5","0.343"
"460","2","1,3,4,1","I","1","0.224"
"461","3","1,3,4,6","vi","6","0.19"
"462","4","1,3,4,3","iii","3","0.081"
"463","5","1,3,4,2","ii","2","0.062"
"464","6","1,3,4,b4","iv","b4","0.033"
"465","7","1,3,4,57","V<sup>7</sup>","57","0.024"
"466","8","1,3,4,16","I<sup>6</sup>","16","0.014"
"467","9","1,3,4,47","IV<sup>7</sup>","47","0.014"
"468","10","1,3,4,L27","II<sup>7</sup>","L27","0.014"
"469","1","1,3,5,4","IV","4","0.35"
"470","2","1,3,5,6","vi","6","0.3"
"471","3","1,3,5,1","I","1","0.3"
"472","4","1,3,5,3","iii","3","0.05"
"473","1","1,3,6,4","IV","4","0.386"
"474","2","1,3,6,5","V","5","0.267"
"475","3","1,3,6,1","I","1","0.112"
"476","4","1,3,6,3","iii","3","0.072"
"477","5","1,3,6,2","ii","2","0.064"
"478","6","1,3,6,66","vi<sup>6</sup>","66","0.024"
"479","7","1,3,6,642","vi<sup>4</sup><sub>2</sub>","642","0.024"
"480","8","1,3,6,5/5","V/V","5/5","0.016"
"481","9","1,3,6,67","vi<sup>7</sup>","67","0.012"
"482","1","1,3,2,3","iii","3","0.343"
"483","2","1,3,2,6","vi","6","0.286"
"484","3","1,3,2,4","IV","4","0.229"
"485","4","1,3,2,57","V<sup>7</sup>","57","0.086"
"486","5","1,3,2,1","I","1","0.029"
"487","6","1,3,2,5","V","5","0.029"
"488","1","1,3,27,5","V","5","0.214"
"489","2","1,3,27,3","iii","3","0.214"
"490","3","1,3,27,57","V<sup>7</sup>","57","0.214"
"491","4","1,3,27,242","ii<sup>4</sup><sub>2</sub>","242","0.214"
"492","5","1,3,27,543","V<sup>4</sup><sub>3</sub>","543","0.143"
"493","1","1,3,67,36","iii<sup>6</sup>","36","0.591"
"494","2","1,3,67,542","V<sup>4</sup><sub>2</sub>","542","0.273"
"495","3","1,3,67,2","ii","2","0.136"
"496","1","1,3,b7,4","IV","4","0.571"
"497","2","1,3,b7,5","V","5","0.429"
"498","1","1,3,57,5/7","V/vii","5/7","1"
