"L1","child_path","chord_HTML","chord_ID","probability"
"1","","","","",""
"274","9","1,57,164","I<sup>6</sup><sub>4</sub>","164","0.005"
"275","1","1,37,6","vi","6","0.262"
"276","2","1,37,67","vi<sup>7</sup>","67","0.233"
"277","3","1,37,4","IV","4","0.155"
"278","4","1,37,27","ii<sup>7</sup>","27","0.136"
"279","5","1,37,47","IV<sup>7</sup>","47","0.078"
"280","6","1,37,265","ii<sup>6</sup><sub>5</sub>","265","0.058"
"281","7","1,37,365","iii<sup>6</sup><sub>5</sub>","365","0.039"
"282","8","1,37,664","vi<sup>6</sup><sub>4</sub>","664","0.019"
"283","1","1,5/5,4","IV","4","0.184"
"284","2","1,5/5,5","V","5","0.124"
"285","3","1,5/5,3","iii","3","0.108"
"286","4","1,5/5,6","vi","6","0.1"
"287","5","1,5/5,5/6","V/vi","5/6","0.06"
"288","6","1,5/5,67","vi<sup>7</sup>","67","0.06"
"289","7","1,5/5,b4","iv","b4","0.056"
"290","8","1,5/5,b3","&#9837;III","b3","0.044"
"291","9","1,5/5,1","I","1","0.044"
"292","10","1,5/5,47","IV<sup>7</sup>","47","0.036"
"293","11","1,5/5,L27","II<sup>7</sup>","L27","0.032"
"294","12","1,5/5,b6","&#9837;VI","b6","0.024"
"295","13","1,5/5,564","V<sup>6</sup><sub>4</sub>","564","0.016"
"296","14","1,5/5,27","ii<sup>7</sup>","27","0.016"
"297","15","1,5/5,57","V<sup>7</sup>","57","0.016"
"298","16","1,5/5,L7","vii","L7","0.016"
"299","17","1,5/5,56","V<sup>6</sup>","56","0.016"
"300","18","1,5/5,D3","&#9837;III","D3","0.016"
"301","19","1,5/5,664","vi<sup>6</sup><sub>4</sub>","664","0.008"
"302","20","1,5/5,26","ii<sup>6</sup>","26","0.004"
"303","21","1,5/5,16","I<sup>6</sup>","16","0.004"
"304","1","1,464,1","I","1","0.671"
"305","2","1,464,6","vi","6","0.116"
"306","3","1,464,17","I<sup>7</sup>","17","0.05"
"307","4","1,464,M17","Ib7","M17","0.04"
"308","5","1,464,16","I<sup>6</sup>","16","0.028"
"309","6","1,464,2","ii","2","0.016"
"310","7","1,464,564","V<sup>6</sup><sub>4</sub>","564","0.016"
"311","8","1,464,57/4","V<sup>7</sup>/IV","57/4","0.01"
"312","9","1,464,56","V<sup>6</sup>","56","0.008"
"313","10","1,464,5/2","V/ii","5/2","0.008"
"314","11","1,464,66","vi<sup>6</sup>","66","0.008"
"315","12","1,464,5","V","5","0.008"
"316","13","1,464,47","IV<sup>7</sup>","47","0.008"
"317","14","1,464,b7","&#9837;VII","b7","0.008"
"318","15","1,464,46/4","IV<sup>6</sup>/IV","46/4","0.004"
"319","16","1,464,5/6","V/vi","5/6","0.002"
"320","1","1,17,4","IV","4","0.199"
"321","2","1,17,1","I","1","0.148"
"322","3","1,17,57/4","V<sup>7</sup>/IV","57/4","0.144"
"323","4","1,17,b57","v<sup>7</sup>","b57","0.068"
"324","5","1,17,464","IV<sup>6</sup><sub>4</sub>","464","0.068"
"325","6","1,17,5","V","5","0.059"
"326","7","1,17,M17","Ib7","M17","0.051"
"327","8","1,17,3","iii","3","0.047"
"328","9","1,17,C1","i&deg;","C1","0.034"
"329","10","1,17,47","IV<sup>7</sup>","47","0.017"
"330","11","1,17,57","V<sup>7</sup>","57","0.017"
"331","12","1,17,6","vi","6","0.017"
"332","13","1,17,27","ii<sup>7</sup>","27","0.017"
"333","1","1,664,6","vi","6","0.545"
"334","2","1,664,16","I<sup>6</sup>","16","0.182"
"335","3","1,664,26","ii<sup>6</sup>","26","0.136"
"336","4","1,664,1","I","1","0.136"
"337","1","1,564,4","IV","4","0.308"
"338","2","1,564,2","ii","2","0.135"
"339","3","1,564,16","I<sup>6</sup>","16","0.124"
"340","4","1,564,6","vi","6","0.092"
"341","5","1,564,1","I","1","0.081"
"342","6","1,564,56","V<sup>6</sup>","56","0.081"
"343","7","1,564,664","vi<sup>6</sup><sub>4</sub>","664","0.065"
"344","8","1,564,164","I<sup>6</sup><sub>4</sub>","164","0.038"
"345","9","1,564,5","V","5","0.022"
"346","10","1,564,464","IV<sup>6</sup><sub>4</sub>","464","0.022"
"347","11","1,564,67","vi<sup>7</sup>","67","0.022"
"348","12","1,564,5/5","V/V","5/5","0.011"
"349","1","1,46,56","V<sup>6</sup>","56","0.256"
"350","2","1,46,b7","&#9837;VII","b7","0.178"
"351","3","1,46,57","V<sup>7</sup>","57","0.144"
"352","4","1,46,1","I","1","0.133"
"353","5","1,46,5","V","5","0.122"
"354","6","1,46,564","V<sup>6</sup><sub>4</sub>","564","0.056"
"355","7","1,46,164","I<sup>6</sup><sub>4</sub>","164","0.044"
"356","8","1,46,36","iii<sup>6</sup>","36","0.044"
"357","9","1,46,4","IV","4","0.022"
"358","1","1,57/6,6","vi","6","0.451"
"359","2","1,57/6,4","IV","4","0.284"
"360","3","1,57/6,D47","IVb7","D47","0.108"
"361","4","1,57/6,27","ii<sup>7</sup>","27","0.078"
"362","5","1,57/6,57/2","V<sup>7</sup>/ii","57/2","0.039"
"363","6","1,57/6,565/3","V<sup>6</sup><sub>5</sub>/iii","565/3","0.039"
"364","1","1,642,6","vi","6","0.5"
"365","2","1,642,143","I<sup>4</sup><sub>3</sub>","143","0.25"
"366","3","1,642,665","vi<sup>6</sup><sub>5</sub>","665","0.25"
"367","1","1,36,5","V","5","0.5"
"368","2","1,36,6","vi","6","0.265"
"369","3","1,36,4","IV","4","0.235"
"370","1","1,66,3","iii","3","0.333"
"371","2","1,66,1","I","1","0.25"
"372","3","1,66,542/5","V<sup>4</sup><sub>2</sub>/V","542/5","0.111"
"373","4","1,66,4","IV","4","0.083"
"374","1","1,b6,b7","&#9837;VII","b7","0.344"
"375","2","1,b6,1","I","1","0.244"
"376","3","1,b6,4","IV","4","0.115"
"377","4","1,b6,5","V","5","0.061"
"378","5","1,b6,b4","iv","b4","0.061"
"379","6","1,b6,b3","&#9837;III","b3","0.031"
"380","7","1,b6,164","I<sup>6</sup><sub>4</sub>","164","0.031"
"381","8","1,b6,5/2","V/ii","5/2","0.031"
"382","9","1,b6,b5","v","b5","0.031"
"383","10","1,b6,5/5","V/V","5/5","0.023"
"384","11","1,b6,6","vi","6","0.015"
"385","1","1,b3,4","IV","4","0.405"
"386","2","1,b3,1","I","1","0.181"
"387","3","1,b3,b7","&#9837;VII","b7","0.123"
"388","4","1,b3,5/5","V/V","5/5","0.115"
"389","5","1,b3,b76","&#9837;VII<sup>6</sup>","b76","0.079"
"390","6","1,b3,5","V","5","0.044"
"391","7","1,b3,D3","&#9837;III","D3","0.018"
"392","8","1,b3,D4","IV","D4","0.018"
"393","9","1,b3,b5","v","b5","0.013"
"394","10","1,b3,27","ii<sup>7</sup>","27","0.004"
"395","1","4,1,5","V","5","0.461"
"396","2","4,1,4","IV","4","0.18"
"397","3","4,1,6","vi","6","0.1"
"398","4","4,1,2","ii","2","0.049"
"399","5","4,1,56","V<sup>6</sup>","56","0.04"
"400","6","4,1,3","iii","3","0.026"
"401","7","4,1,b7","&#9837;VII","b7","0.022"
"402","8","4,1,5/6","V/vi","5/6","0.016"
"403","9","4,1,67","vi<sup>7</sup>","67","0.01"
"404","10","4,1,27","ii<sup>7</sup>","27","0.008"
"405","11","4,1,37","iii<sup>7</sup>","37","0.007"
"406","12","4,1,57","V<sup>7</sup>","57","0.007"
"407","13","4,1,364","iii<sup>6</sup><sub>4</sub>","364","0.005"
"408","14","4,1,b3","&#9837;III","b3","0.005"
"409","15","4,1,16","I<sup>6</sup>","16","0.004"
"410","16","4,1,5/5","V/V","5/5","0.004"
"411","17","4,1,164","I<sup>6</sup><sub>4</sub>","164","0.004"
"412","18","4,1,b5","v","b5","0.003"
"413","19","4,1,17","I<sup>7</sup>","17","0.003"
"414","20","4,1,664","vi<sup>6</sup><sub>4</sub>","664","0.003"
"415","21","4,1,7","vii&deg;","7","0.003"
"416","22","4,1,b6","&#9837;VI","b6","0.002"
"417","23","4,1,57/5","V<sup>7</sup>/V","57/5","0.002"
"418","24","4,1,564","V<sup>6</sup><sub>4</sub>","564","0.002"
"419","25","4,1,D3","&#9837;III","D3","0.002"
"420","26","4,1,142","I<sup>4</sup><sub>2</sub>","142","0.002"
"421","27","4,1,L56","V<sup>6</sup>","L56","0.001"
"422","1","4,4,1","I","1","1"
"423","1","4,5,6","vi","6","0.377"
"424","2","4,5,1","I","1","0.298"
"425","3","4,5,4","IV","4","0.111"
"426","4","4,5,3","iii","3","0.048"
"427","5","4,5,2","ii","2","0.041"
"428","6","4,5,67","vi<sup>7</sup>","67","0.014"
"429","7","4,5,16","I<sup>6</sup>","16","0.011"
"430","8","4,5,5/6","V/vi","5/6","0.009"
"431","9","4,5,5/5","V/V","5/5","0.008"
"432","10","4,5,37","iii<sup>7</sup>","37","0.007"
"433","11","4,5,57","V<sup>7</sup>","57","0.007"
"434","12","4,5,b6","&#9837;VI","b6","0.007"
"435","13","4,5,7/6","vii&deg;/vi","7/6","0.006"
"436","14","4,5,b7","&#9837;VII","b7","0.006"
"437","15","4,5,56/6","V<sup>6</sup>/vi","56/6","0.006"
"438","16","4,5,46","IV<sup>6</sup>","46","0.005"
"439","17","4,5,164","I<sup>6</sup><sub>4</sub>","164","0.004"
"440","18","4,5,5/2","V/ii","5/2","0.003"
"441","19","4,5,564","V<sup>6</sup><sub>4</sub>","564","0.003"
"442","20","4,5,56","V<sup>6</sup>","56","0.003"
"443","21","4,5,565/6","V<sup>6</sup><sub>5</sub>/vi","565/6","0.002"
"444","22","4,5,D77","&#9837;VII<sup>7</sup>","D77","0.002"
"445","23","4,5,27","ii<sup>7</sup>","27","0.002"
"446","24","4,5,57/6","V<sup>7</sup>/vi","57/6","0.001"
"447","25","4,5,17","I<sup>7</sup>","17","0.001"
"448","26","4,5,665","vi<sup>6</sup><sub>5</sub>","665","0.001"
"449","27","4,5,b3","&#9837;III","b3","0.001"
"450","28","4,5,C67","&#9837;VIb7","C67","0.001"
"451","1","4,6,5","V","5","0.49"
"452","2","4,6,1","I","1","0.176"
"453","3","4,6,4","IV","4","0.116"
"454","4","4,6,2","ii","2","0.036"
"455","5","4,6,3","iii","3","0.034"
"456","6","4,6,56","V<sup>6</sup>","56","0.024"
"457","7","4,6,67","vi<sup>7</sup>","67","0.019"
"458","8","4,6,5/5","V/V","5/5","0.012"
"459","9","4,6,36","iii<sup>6</sup>","36","0.011"
"460","10","4,6,b6","&#9837;VI","b6","0.006"
"461","11","4,6,57/2","V<sup>7</sup>/ii","57/2","0.006"
"462","12","4,6,642","vi<sup>4</sup><sub>2</sub>","642","0.006"
"463","13","4,6,37","iii<sup>7</sup>","37","0.005"
"464","14","4,6,46","IV<sup>6</sup>","46","0.004"
"465","15","4,6,5/6","V/vi","5/6","0.004"
"466","16","4,6,66","vi<sup>6</sup>","66","0.004"
"467","17","4,6,664","vi<sup>6</sup><sub>4</sub>","664","0.003"
"468","18","4,6,264","ii<sup>6</sup><sub>4</sub>","264","0.003"
"469","19","4,6,L3","iii","L3","0.003"
"470","20","4,6,464","IV<sup>6</sup><sub>4</sub>","464","0.002"
"471","21","4,6,16","I<sup>6</sup>","16","0.002"
"472","22","4,6,b565","v<sup>6</sup><sub>5</sub>","b565","0.002"
"473","23","4,6,47/4","IV<sup>7</sup>/IV","47/4","0.002"
"474","24","4,6,164","I<sup>6</sup><sub>4</sub>","164","0.002"
"475","25","4,6,C3","&#9837;iii","C3","0.002"
"476","1","4,2,6","vi","6","0.252"
"477","2","4,2,5","V","5","0.205"
"478","3","4,2,1","I","1","0.128"
"479","4","4,2,4","IV","4","0.12"
"480","5","4,2,5/6","V/vi","5/6","0.093"
"481","6","4,2,3","iii","3","0.068"
"482","7","4,2,16","I<sup>6</sup>","16","0.036"
"483","8","4,2,57","V<sup>7</sup>","57","0.019"
"484","9","4,2,b7","&#9837;VII","b7","0.01"
"485","10","4,2,264","ii<sup>6</sup><sub>4</sub>","264","0.01"
"486","11","4,2,27","ii<sup>7</sup>","27","0.01"
